site,date,latitude,longitude,SST
Fisherman Bay,02/08/14,48.525,-122.925,5.44
Fisherman Bay,02/09/14,48.525,-122.925,6.9
Fisherman Bay,02/10/14,48.525,-122.925,6.96
Fisherman Bay,02/11/14,48.525,-122.925,6.66
Fisherman Bay,02/12/14,48.525,-122.925,6.86
Fisherman Bay,02/13/14,48.525,-122.925,6.91
Fisherman Bay,02/14/14,48.525,-122.925,7.04
Fisherman Bay,02/15/14,48.525,-122.925,7
Fisherman Bay,02/16/14,48.525,-122.925,6.63
Fisherman Bay,02/17/14,48.525,-122.925,6.48
Fisherman Bay,02/18/14,48.525,-122.925,6.7
Fisherman Bay,02/19/14,48.525,-122.925,6.67
Fisherman Bay,02/20/14,48.525,-122.925,7.18
Fisherman Bay,02/21/14,48.525,-122.925,6.85
Fisherman Bay,02/22/14,48.525,-122.925,6.57
Fisherman Bay,02/23/14,48.525,-122.925,6.44
Fisherman Bay,02/24/14,48.525,-122.925,6.46
Fisherman Bay,02/25/14,48.525,-122.925,6.91
Fisherman Bay,02/26/14,48.525,-122.925,6.67
Fisherman Bay,02/27/14,48.525,-122.925,6.59
Fisherman Bay,02/28/14,48.525,-122.925,6.41
Fisherman Bay,03/01/14,48.525,-122.925,6.78
Fisherman Bay,03/02/14,48.525,-122.925,6.99
Fisherman Bay,03/03/14,48.525,-122.925,7.04
Fisherman Bay,03/04/14,48.525,-122.925,7.05
Fisherman Bay,03/05/14,48.525,-122.925,6.72
Fisherman Bay,03/06/14,48.525,-122.925,6.82
Fisherman Bay,03/07/14,48.525,-122.925,6.74
Fisherman Bay,03/08/14,48.525,-122.925,6.89
Fisherman Bay,03/09/14,48.525,-122.925,6.84
Fisherman Bay,03/10/14,48.525,-122.925,7.28
Fisherman Bay,03/11/14,48.525,-122.925,7.25
Fisherman Bay,03/12/14,48.525,-122.925,7.27
Fisherman Bay,03/13/14,48.525,-122.925,7.42
Fisherman Bay,03/14/14,48.525,-122.925,7.37
Fisherman Bay,03/15/14,48.525,-122.925,7
Fisherman Bay,03/16/14,48.525,-122.925,7.32
Fisherman Bay,03/17/14,48.525,-122.925,6.98
Fisherman Bay,03/18/14,48.525,-122.925,7.59
Fisherman Bay,03/19/14,48.525,-122.925,7.54
Fisherman Bay,03/20/14,48.525,-122.925,7.39
Fisherman Bay,03/21/14,48.525,-122.925,6.56
Fisherman Bay,03/22/14,48.525,-122.925,6.87
Fisherman Bay,03/23/14,48.525,-122.925,6.6
